serial,title,category,region,system,mapping_files
SCES-00048,Demo One (Version 1) (Europe),Demos,PAL,PSX,
SCED-02043,Exclusive PlayStation Racing Demos (Europe),Demos,PAL,PSX,
SLUS-00893,Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (USA),Games,NTSC-U,PSX,
SLES-02746,Die Hard Trilogy 2 - Viva Las Vegas (Europe),Games,PAL,PSX,
SLUS-01147,Ready 2 Rumble Boxing - Round 2 (USA),Games,NTSC-U,PSX,
SLUS-01183,Star Wars - Demolition (USA),Games,NTSC-U,PSX,
SLUS-00889,Pong - The Next Level (USA),Games,NTSC-U,PSX,
SLES-01135,Alundra (Europe),Games,PAL,PSX,
SLES-02378,"Army Men 3D (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-02756,Vagrant Story (Germany),Games,PAL,PSX,
SLES-03552,Breath of Fire IV (Europe),Games,PAL,PSX,
SLES-01893,Bomberman (Europe),Games,PAL,PSX,
SLES-04093,"Beyblade (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-04093-GER,"Beyblade (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-01712,"Bomberman Fantasy Race (Europe) (En,Fr,De,Es)",Games,PAL,PSX,
SLUS-01138,Vampire Hunter D (USA),Games,NTSC-U,PSX,
SLES-02701,"Ballistic (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-00663,"Darklight Conflict (Europe) (En,Fr,De,Es,It,Sv)",Games,PAL,PSX,
SLUS-00218,V-Tennis (USA),Games,NTSC-U,PSX,
SLES-02757,Dracula - The Resurrection (Europe) (Disc 1),Games,PAL,PSX,
SLES-12757,Dracula - The Resurrection (Europe) (Disc 2),Games,PAL,PSX,
SLES-02315,"FIFA 2000 (Europe) (En,De,Es,Nl,Sv) (Rev 1)",Games,PAL,PSX,
SLES-02315#,"FIFA 2000 (Europe) (En,De,Es,Nl,Sv) (Rev 1)",Games,PAL,PSX,
SLES-00686,Perfect Weapon (Germany),Games,PAL,PSX,
SCES-01910,"Syphon Filter (Europe, Australia)",Games,PAL,PSX,
SLES-03386,"Fear Effect 2 - Retro Helix (Europe) (En,Fr,De) (Disc 1)",Games,PAL,PSX,
SLES-13386,"Fear Effect 2 - Retro Helix (Europe) (En,Fr,De) (Disc 2)",Games,PAL,PSX,
SLES-23386,"Fear Effect 2 - Retro Helix (Europe) (En,Fr,De) (Disc 3)",Games,PAL,PSX,
SLES-33386,"Fear Effect 2 - Retro Helix (Europe) (En,Fr,De) (Disc 4)",Games,PAL,PSX,
SLES-00887,"F1 World Grand Prix - 1999 Season (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SCED-02636,Euro Demo 62 (Europe),Coverdiscs,PAL,PSX,
SCES-00060,Mortal Kombat 3 (Europe),Games,PAL,PSX,
SCUS-94228,Spyro the Dragon (USA),Games,NTSC-U,PSX,
SCUS-94228CE,Spyro the Dragon (USA),Games,NTSC-U,PSX,
SLES-00963,Riven - The Sequel to Myst (Europe) (Disc 1),Games,PAL,PSX,
SLES-10963,Riven - The Sequel to Myst (Europe) (Disc 2),Games,PAL,PSX,
SLES-20963,Riven - The Sequel to Myst (Europe) (Disc 3),Games,PAL,PSX,
SLES-30963,Riven - The Sequel to Myst (Europe) (Disc 4),Games,PAL,PSX,
SLES-40963,Riven - The Sequel to Myst (Europe) (Disc 5),Games,PAL,PSX,
SCPS 45397,"Ace Combat 3 - Electrosphere (Japan, Asia) (Disc 1) (Rev 1)",Games,NTSC-J,PSX,
SLUS-00874,40 Winks (USA),Games,NTSC-U,PSX,
SCPS 45398,"Ace Combat 3 - Electrosphere (Japan, Asia) (Disc 2) (Rev 1)",Games,NTSC-J,PSX,
SLES-00531,Command & Conquer (France) (Disc 1) (GDI),Games,PAL,PSX,
SLES-10531,Command & Conquer (France) (Disc 2) (NOD),Games,PAL,PSX,
SLUS-00820,Echo Night (USA),Games,NTSC-U,PSX,
SCPS 45213,"Tekken 3 (Japan, Asia)",Games,NTSC-J,PSX,
SCPS 45215,"Tekken 3 (Japan, Asia)",Games,NTSC-J,PSX,
SLPS 01300,"Tekken 3 (Japan, Asia)",Games,NTSC-J,PSX,
SLPS 01514,Dragon Seeds - Saishuu Shinka Keitai (Japan),Games,NTSC-J,PSX,
SLUS-00809,Ehrgeiz - God Bless the Ring (USA),Games,NTSC-U,PSX,
SCES-02544,"MediEvil 2 (Europe) (En,Fr,De)",Games,PAL,PSX,
SCES-02544-P,"MediEvil 2 (Europe) (En,Fr,De)",Games,PAL,PSX,
SLUS-01378GH,Spider-Man 2 - Enter - Electro (USA) (Rev 1),Games,NTSC-U,PSX,
SLES-00585,Star Wars - Dark Forces (Europe),Games,PAL,PSX,
SLES-02095,"ISS Pro Evolution (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-01370,Metal Gear Solid (Europe) (Disc 1),Games,PAL,PSX,
SLES-11370,Metal Gear Solid (Europe) (Disc 2),Games,PAL,PSX,
SLES-01594,"Michael Owen's World League Soccer '99 (Europe) (En,Fr,It)",Games,PAL,PSX,
SLPS 02309,FIFA 99 - Europe League Soccer (Japan),Games,NTSC-J,PSX,
SLUS-00855,Evil Zone (USA),Games,NTSC-U,PSX,
SCPS 10014,Beyond the Beyond - Haruka naru Kanaan e (Japan),Games,NTSC-J,PSX,
SLPS 01126,Cowboy Bebop (Japan),Games,NTSC-J,PSX,
SLPS 03258,Cowboy Bebop (Japan),Games,NTSC-J,PSX,
SLES-01759,"Street Skater (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-00849,"No Fear Downhill Mountain Biking (Europe) (En,Fr,De,Es,It,Sv)",Games,PAL,PSX,
SLES-00849#,"No Fear Downhill Mountain Biking (Europe) (En,Fr,De,Es,It,Sv)",Games,PAL,PSX,
SCES-01079,Total NBA 98 (Europe),Games,PAL,PSX,
SLPS 00392,OverBlood (Japan),Games,NTSC-J,PSX,
SLPS 91032,OverBlood (Japan),Games,NTSC-J,PSX,
SLPS 01698,Cool Boarders 3 (Japan),Games,NTSC-J,PSX,
SLPS 00408,Lake Masters (Japan),Games,NTSC-J,PSX,
SLPS 01608,Lake Masters (Japan),Games,NTSC-J,PSX,
SLPS 02817,Fire Pro Wrestling G (Japan) (Spike Library),Games,NTSC-J,PSX,
SLES-03890,"Delta Force Urban Warfare (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-02572,"TOCA World Touring Cars (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-02572/P,"TOCA World Touring Cars (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-02751,"Nightmare Creatures II (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-03489,"Italian Job, The (Europe)",Games,PAL,PSX,
SLES-03489-P,"Italian Job, The (Europe)",Games,PAL,PSX,
SLES-02071,"Urban Chaos (Europe) (En,Es,It)",Games,PAL,PSX,
SLES-02071#,"Urban Chaos (Europe) (En,Es,It)",Games,PAL,PSX,
SCED-00637,Registration Demo 01 (Europe),Demos,PAL,PSX,
SLES-00972,Resident Evil 2 (Europe) (Disc 1),Games,PAL,PSX,
SLES-02689,"Need for Speed - Porsche 2000 (Europe) (En,De,Sv)",Games,PAL,PSX,
SLES-02689-P,"Need for Speed - Porsche 2000 (Europe) (En,De,Sv)",Games,PAL,PSX,
SLES-02689-T,"Need for Speed - Porsche 2000 (Europe) (En,De,Sv)",Games,PAL,PSX,
SLPS 00675,Tetsuya Komuro - Gaball Screen (Japan),Games,NTSC-J,PSX,
SLPS 00676,Tetsuya Komuro - Gaball Screen (Japan),Games,NTSC-J,PSX,
SCUS-94569,Disney's Aladdin in Nasira's Revenge (USA),Games,NTSC-U,PSX,
SLUS-01438,Creatures (USA),Games,NTSC-U,PSX,
SLUS-01436,Digimon World 3 (USA),Games,NTSC-U,PSX,
SLUS-01436GH,Digimon World 3 (USA),Games,NTSC-U,PSX,
SLUS-01300,007 Racing (USA),Games,NTSC-U,PSX,
SLUS-01300CE,007 Racing (USA),Games,NTSC-U,PSX,
SLUS-01215,Blade (USA),Games,NTSC-U,PSX,
SLUS-01328,Digimon - Digital Card Battle (USA),Games,NTSC-U,PSX,
SCES-00185,Euro Demo 07 (Europe),Coverdiscs,PAL,PSX,
SCED-00818,Euro Demo 22 (Europe),Coverdiscs,PAL,PSX,
SLED-00725,Oddworld - Abe's Oddysee (Europe) (Demo),Demos,PAL,PSX,
SLUS-01206,Dragon Warrior VII (USA) (Disc 1),Games,NTSC-U,PSX,
SLUS-01346,Dragon Warrior VII (USA) (Disc 2),Games,NTSC-U,PSX,
SLUS-01156,Valkyrie Profile (USA) (Disc 1),Games,NTSC-U,PSX,
SLUS-01179,Valkyrie Profile (USA) (Disc 2),Games,NTSC-U,PSX,
SLED-00990,radicalgames@psygnosis v.2 (Europe),Demos,PAL,PSX,
SCUS-94702,Beyond the Beyond (USA),Games,NTSC-U,PSX,
SCPS 10045,"Gran Turismo (Japan, Asia)",Games,NTSC-J,PSX,
SCPS 45149,"Gran Turismo (Japan, Asia)",Games,NTSC-J,PSX,
SCPS 91128,"Gran Turismo (Japan, Asia)",Games,NTSC-J,PSX,
SCPS 91301,"Gran Turismo (Japan, Asia)",Games,NTSC-J,PSX,
SLES-00164,"Rise 2 - Resurrection (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLUS-01224B,Arc the Lad Collection - Arc the Lad (USA),Games,NTSC-U,PSX,
SLUS-01224C,Arc the Lad Collection - Arc the Lad (USA),Games,NTSC-U,PSX,
SLUS-01252B,Arc the Lad Collection - Arc the Lad II (USA),Games,NTSC-U,PSX,
SLUS-01252C,Arc the Lad Collection - Arc the Lad II (USA),Games,NTSC-U,PSX,
SLUS-01253B,Arc the Lad Collection - Arc the Lad III (USA) (Disc 1),Games,NTSC-U,PSX,
SLUS-01253C,Arc the Lad Collection - Arc the Lad III (USA) (Disc 1),Games,NTSC-U,PSX,
SLUS-01253A,Arc the Lad Collection - Arc the Lad III (USA) (Disc 2),Games,NTSC-U,PSX,
SLUS-01254B,Arc the Lad Collection - Arc the Lad III (USA) (Disc 2),Games,NTSC-U,PSX,
SLUS-01254C,Arc the Lad Collection - Arc the Lad III (USA) (Disc 2),Games,NTSC-U,PSX,
SLPS 03432,Shaman King - Spirit of Shamans (Japan),Games,NTSC-J,PSX,
SLES-02324,Box Champions 2000 (Germany),Games,PAL,PSX,
SLES-00556,Motorhead (Europe),Games,PAL,PSX,
SLES-00556#,Motorhead (Europe),Games,PAL,PSX,
SCES-00409,"Porsche Challenge (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SCES-00409#,"Porsche Challenge (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SCES-00409-T,"Porsche Challenge (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLED-01400,Metal Gear Solid (Europe) (Demo 1),Demos,PAL,PSX,
SLES-00261,"Hardcore 4x4 (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-00261#,"Hardcore 4x4 (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-03285,"Chicken Run (Europe) (Fr,De,Es,It)",Games,PAL,PSX,
SLES-01020,Mortal Kombat Mythologies - Sub-Zero (Europe),Games,PAL,PSX,
SLES-03405,"Duke Nukem - Land of the Babes (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-01480,Oddworld - Abe's Exoddus (Europe) (Disc 1),Games,PAL,PSX,
SLES-01480-P,Oddworld - Abe's Exoddus (Europe) (Disc 1),Games,PAL,PSX,
SLES-11480,Oddworld - Abe's Exoddus (Europe) (Disc 2),Games,PAL,PSX,
SLES-11480-P,Oddworld - Abe's Exoddus (Europe) (Disc 2),Games,PAL,PSX,
SLES-00664,Oddworld - Abe's Oddysee (Europe),Games,PAL,PSX,
SLES-00664#,Oddworld - Abe's Oddysee (Europe),Games,PAL,PSX,
SLES-01041#,Hogs of War (Europe),Games,PAL,PSX,
SLES-01041#2,Hogs of War (Europe),Games,PAL,PSX,
SLES-00768,OverBlood (Europe),Games,PAL,PSX,
SLES-00113,"Olympic Soccer (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-03390,"Aqua GT (Europe) (En,Fr,De,Es,It,Nl)",Games,PAL,PSX,
SLES-02207,Dino Crisis (Europe),Games,PAL,PSX,
SLUS-00038,"FIFA Soccer 96 (USA) (En,Fr,De,Es,It,Sv)",Games,NTSC-U,PSX,
SLES-02444,Suikoden II (Germany),Games,PAL,PSX,
SLUS-00708,Legacy of Kain - Soul Reaver (USA),Games,NTSC-U,PSX,
SLUS-00708CE,Legacy of Kain - Soul Reaver (USA),Games,NTSC-U,PSX,
SLUS-00708GH,Legacy of Kain - Soul Reaver (USA),Games,NTSC-U,PSX,
SLES-00527,Suikoden (Europe),Games,PAL,PSX,
SCES-00869,Final Fantasy VII (Germany) (Disc 1),Games,PAL,PSX,
SCES-10869,Final Fantasy VII (Germany) (Disc 2),Games,PAL,PSX,
SCES-20869,Final Fantasy VII (Germany) (Disc 3),Games,PAL,PSX,
SLES-02082,Final Fantasy VIII (Germany) (Disc 1),Games,PAL,PSX,
SLES-12082,Final Fantasy VIII (Germany) (Disc 2),Games,PAL,PSX,
SLES-22082,Final Fantasy VIII (Germany) (Disc 3),Games,PAL,PSX,
SLES-32082,Final Fantasy VIII (Germany) (Disc 4),Games,PAL,PSX,
SLES-02967,Final Fantasy IX (Germany) (Disc 1),Games,PAL,PSX,
SLES-12967,Final Fantasy IX (Germany) (Disc 2),Games,PAL,PSX,
SLES-22967,Final Fantasy IX (Germany) (Disc 3),Games,PAL,PSX,
SLES-32967,Final Fantasy IX (Germany) (Disc 4),Games,PAL,PSX,
SLUS-00737,Knockout Kings (USA),Games,NTSC-U,PSX,
SLUS-00737A,Knockout Kings (USA),Games,NTSC-U,PSX,
SLUS-00737D,Knockout Kings (USA),Games,NTSC-U,PSX,
SLUS-00267,NBA Live 97 (USA),Games,NTSC-U,PSX,
SLUS-00261,PGA Tour 97 (USA),Games,NTSC-U,PSX,
SLUS-00517,PGA Tour 98 (USA),Games,NTSC-U,PSX,
SLUS-00237,Triple Play 97 (USA),Games,NTSC-U,PSX,
SLES-03669,"FIFA Football 2002 (Germany) (En,De,Es,Nl,Sv)",Games,PAL,PSX,
SLPS 01230,Parasite Eve (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 01231,Parasite Eve (Japan) (Disc 2),Games,NTSC-J,PSX,
SLES-00999,Nagano Winter Olympics '98 (Europe),Games,PAL,PSX,
SLES-00340,MechWarrior 2 - 31st Century Combat - Arcade Combat Edition (Europe),Games,PAL,PSX,
SCED-01832,Ridge Racer Hi-Spec Demo (Europe),Demos,PAL,PSX,
SLUS-00330,Mortal Kombat Trilogy (USA),Games,NTSC-U,PSX,
SLPS 00133,D no Shokutaku - Complete Graphics (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 91072,D no Shokutaku - Complete Graphics (Japan) (Disc 1),Games,NTSC-J,PSX,
SLPS 00134,D no Shokutaku - Complete Graphics (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 91073,D no Shokutaku - Complete Graphics (Japan) (Disc 2),Games,NTSC-J,PSX,
SLPS 00135,D no Shokutaku - Complete Graphics (Japan) (Disc 3),Games,NTSC-J,PSX,
SLPS 91074,D no Shokutaku - Complete Graphics (Japan) (Disc 3),Games,NTSC-J,PSX,
SLUS-00373,Apocalypse (USA),Games,NTSC-U,PSX,
SLED-01413,Ninja - Shadow of Darkness (UK) (Demo),Demos,PAL,PSX,
SLES-02191,NASCAR 2000 (Europe),Games,PAL,PSX,
SLES-02191#,NASCAR 2000 (Europe),Games,PAL,PSX,
SLES-02061,"PGA European Tour Golf (Europe) (En,De)",Games,PAL,PSX,
SLES-02061#,"PGA European Tour Golf (Europe) (En,De)",Games,PAL,PSX,
SLES-02020,"Pong (Europe) (En,Fr,De,Es,It,Nl)",Games,PAL,PSX,
SLES-02020#,"Pong (Europe) (En,Fr,De,Es,It,Nl)",Games,PAL,PSX,
SLES-01760,"Populous - The Beginning (Europe) (En,Fr,De,Es,It,Nl,Sv)",Games,PAL,PSX,
SLES-00738,Premier Manager 98 (Europe),Games,PAL,PSX,
SCES-00394,"Rapid Racer (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-03157,"Spec Ops - Ranger Elite (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-02509,Mortal Kombat Trilogy (Europe) (Midway Classics),Games,PAL,PSX,
SLES-02094,"Ronin Blade (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-10461,Heart of Darkness (Europe) (Disc 2),Games,PAL,PSX,
SLES-10461#,Heart of Darkness (Europe) (Disc 2),Games,PAL,PSX,
SLES-10461#2,Heart of Darkness (Europe) (Disc 2),Games,PAL,PSX,
SLES-00119,Worms (Europe),Games,PAL,PSX,
SLES-00119 #2,Worms (Europe),Games,PAL,PSX,
SLES-00477,"Colin McRae Rally (Europe) (En,Fr,De,Es)",Games,PAL,PSX,
SCES-00222,"Raging Skies (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-01881,Capcom Generations (Europe) (Disc 1) (Wings of Destiny),Games,PAL,PSX,
SLES-11881,Capcom Generations (Europe) (Disc 2) (Chronicles of Arthur),Games,PAL,PSX,
SLES-21881,Capcom Generations (Europe) (Disc 3) (The First Generation),Games,PAL,PSX,
SLES-31881,Capcom Generations (Europe) (Disc 4) (Blazing Guns),Games,PAL,PSX,
SLUS-00806,Gex 3 - Deep Cover Gecko (USA),Games,NTSC-U,PSX,
SLES-03339,"Panzer Front (Europe) (En,Fr,De)",Games,PAL,PSX,
SCPS 45357,"Ridge Racer - High Spec Ver. & Namco Catalogue '98 (Japan, Asia)",Bonus Discs,NTSC-J,PSX,
SLPS 01801,"Ridge Racer - High Spec Ver. & Namco Catalogue '98 (Japan, Asia)",Bonus Discs,NTSC-J,PSX,
SLES-03150,Alex Ferguson's Player Manager 2001 (Europe),Games,PAL,PSX,
SLES-03488,David Beckham Soccer (Europe),Games,PAL,PSX,
SLES-03231,"Army Men - Land, Sea, Air (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SCES-02105,"CTR - Crash Team Racing (Europe) (En,Fr,De,Es,It,Nl)",Games,PAL,PSX,
SCES-03907,"WRC - FIA World Rally Championship Arcade (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",Games,PAL,PSX,
SCES-03907-P/GER,"WRC - FIA World Rally Championship Arcade (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",Games,PAL,PSX,
SLES-02224,"Music 2000 (Europe) (En,Fr,De,Es,It)",Applications,PAL,PSX,
SLES-02224#,"Music 2000 (Europe) (En,Fr,De,Es,It)",Applications,PAL,PSX,
SLES-02732,Resident Evil - Survivor (Europe),Games,PAL,PSX,
SLES-02919,Sanvein (Europe),Games,PAL,PSX,
SLES-01051,"Sentinel Returns (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-02218,"Sheep (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-00472,Riot (Europe),Games,PAL,PSX,
SCES-02151,Cold Blood (Germany) (Disc 1),Games,PAL,PSX,
SLES-02690#,"South Park Rally (Europe) (En,Fr,De,Es)",Games,PAL,PSX,
SLES-10074,Wing Commander III - Heart of the Tiger (Europe) (Disc 2),Games,PAL,PSX,
SLES-30074,Wing Commander III - Heart of the Tiger (Europe) (Disc 4),Games,PAL,PSX,
SLES-00584,Star Wars - Rebel Assault II - The Hidden Empire (Germany) (Disc 1),Games,PAL,PSX,
SLES-00584-P,Star Wars - Rebel Assault II - The Hidden Empire (Germany) (Disc 1),Games,PAL,PSX,
SLES-10584,Star Wars - Rebel Assault II - The Hidden Empire (Germany) (Disc 2),Games,PAL,PSX,
SLES-10584-P,Star Wars - Rebel Assault II - The Hidden Empire (Germany) (Disc 2),Games,PAL,PSX,
SLES-02495,Cricket 2000 (Europe),Games,PAL,PSX,
SLUS-01146,NFL Blitz 2001 (USA),Games,NTSC-U,PSX,
SLUS-01411,Yu-Gi-Oh! Forbidden Memories (USA),Games,NTSC-U,PSX,
SLUS-01411-SEA,Yu-Gi-Oh! Forbidden Memories (USA),Games,NTSC-U,PSX,
SLUS-01196,Power Spike - Pro Beach Volleyball (USA),Games,NTSC-U,PSX,
SLES-01871,"Evo's Space Adventures (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-02220,"Extreme 500 (Europe) (En,De)",Games,PAL,PSX,
SLES-00785,Poy Poy (Europe),Games,PAL,PSX,
SCUS-94638,MLB 2002 (USA),Games,NTSC-U,PSX,
SLES-02345,"Flintstones, The - Bedrock Bowling (Europe)",Games,PAL,PSX,
SLES-00476,"Blast Chamber (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLUS-00975,007 - Tomorrow Never Dies (USA),Games,NTSC-U,PSX,
SLUS-00975CE,007 - Tomorrow Never Dies (USA),Games,NTSC-U,PSX,
SLUS-00975GH,007 - Tomorrow Never Dies (USA),Games,NTSC-U,PSX,
SLES-01241,"Gekido - Urban Fighters (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-01241#,"Gekido - Urban Fighters (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-01241#2,"Gekido - Urban Fighters (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-02694,London Racer (Europe),Games,PAL,PSX,
SLUS-00751,Eggs of Steel - Charlie's Eggcellent Adventure (USA),Games,NTSC-U,PSX,
SLUS-00456,Battle Stations (USA),Games,NTSC-U,PSX,
SLUS-00961,Madden NFL 2000 (USA),Games,NTSC-U,PSX,
SCUS-94171,NBA ShootOut 98 (USA),Games,NTSC-U,PSX,
SLUS-01550,Dragon Ball Z - Ultimate Battle 22 (USA),Games,NTSC-U,PSX,
SLUS-01550GH,Dragon Ball Z - Ultimate Battle 22 (USA),Games,NTSC-U,PSX,
SLES-01421 #,"Formula 1 98 (Europe) (En,Fr,De,Es,It,Fi) (Rev 1)",Games,PAL,PSX,
SLES-03690,"Creatures (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-01244,"Assault (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLUS-00430,Treasures of the Deep (USA),Games,NTSC-U,PSX,
SCED-03453,Euro Demo 76 (Europe),Coverdiscs,PAL,PSX,
SCED-04085,Euro Demo (Future) 106 (Europe),Demos,PAL,PSX,
SLES-03630,X-Men - Mutant Academy 2 (Europe),Games,PAL,PSX,
SLES-00720,Tomb Raider II - Starring Lara Croft (Germany),Games,PAL,PSX,
SLES-01683#,Tomb Raider III - Adventures of Lara Croft (Germany) (Rev 1),Games,PAL,PSX,
SLES-03662,"Harry Potter and the Philosopher's Stone (Europe) (En,Fr,De)",Games,PAL,PSX,
SCUS-94251,Cool Boarders 3 (USA),Games,NTSC-U,PSX,
SCUS-94568,Grind Session (USA),Games,NTSC-U,PSX,
SLUS-01241,Madden NFL 2001 (USA),Games,NTSC-U,PSX,
SLES-00954,"Crime Killer (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-03286,"Saban's Power Rangers - Lightspeed Rescue (Europe, Australia) (En,Fr,De)",Games,PAL,PSX,
SLES-03286#,"Saban's Power Rangers - Lightspeed Rescue (Europe, Australia) (En,Fr,De)",Games,PAL,PSX,
SLES-03341,Wer wird Millionaer (Germany),Games,PAL,PSX,
SCUS-94567,Who Wants to Be a Millionaire - 2nd Edition (USA),Games,NTSC-U,PSX,
SLES-01586,"FIFA 99 (Germany) (En,Fr,De,Es,Nl,Sv)",Games,PAL,PSX,
SLUS-00729,Madden NFL 99 (USA),Games,NTSC-U,PSX,
SLUS-01352,Nickelodeon SpongeBob SquarePants - SuperSponge (USA),Games,NTSC-U,PSX,
SLUS-01352GH,Nickelodeon SpongeBob SquarePants - SuperSponge (USA),Games,NTSC-U,PSX,
SCES-02080 ANZ-P,"Final Fantasy VIII (Europe, Australia) (Disc 1)",Games,PAL,PSX,
SLES-02080,"Final Fantasy VIII (Europe, Australia) (Disc 1)",Games,PAL,PSX,
SLES-02166,"Fear Effect (Europe) (En,Es,It) (Disc 1)",Games,PAL,PSX,
SLES-12166,"Fear Effect (Europe) (En,Es,It) (Disc 2)",Games,PAL,PSX,
SLES-22166,"Fear Effect (Europe) (En,Es,It) (Disc 3)",Games,PAL,PSX,
SLES-32166,"Fear Effect (Europe) (En,Es,It) (Disc 4)",Games,PAL,PSX,
SCES-22080 ANZ-P,"Final Fantasy VIII (Europe, Australia) (Disc 3)",Games,PAL,PSX,
SLES-22080,"Final Fantasy VIII (Europe, Australia) (Disc 3)",Games,PAL,PSX,
SCES-32080 ANZ-P,"Final Fantasy VIII (Europe, Australia) (Disc 4)",Games,PAL,PSX,
SLES-32080,"Final Fantasy VIII (Europe, Australia) (Disc 4)",Games,PAL,PSX,
SCES-12080 ANZ-P,"Final Fantasy VIII (Europe, Australia) (Disc 2)",Games,PAL,PSX,
SLES-12080,"Final Fantasy VIII (Europe, Australia) (Disc 2)",Games,PAL,PSX,
SLES-02913,"Alien Resurrection (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SCES-01615,Cool Boarders 3 (Europe),Games,PAL,PSX,
SLES-01715,"Eagle One - Harrier Attack (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-01715#,"Eagle One - Harrier Attack (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-01715-T,"Eagle One - Harrier Attack (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-00910,Road Rash 3D (Europe),Games,PAL,PSX,
SLES-00101,"Alien Trilogy (Europe) (En,Fr,Es,It)",Games,PAL,PSX,
SLES-00101#,"Alien Trilogy (Europe) (En,Fr,Es,It)",Games,PAL,PSX,
SCED-01441#,"Winter Releases '98 (Europe, Australia) (Rev 1)",Demos,PAL,PSX,
SLES-01710,"Legend of Kartia (Europe) (En,Fr,De)",Games,PAL,PSX,
SLES-01349,Mortal Kombat 4 (Europe),Games,PAL,PSX,
SLES-02470,Medal of Honor (Europe),Games,PAL,PSX,
SLES-02470-P,Medal of Honor (Europe),Games,PAL,PSX,
SLES-02470-T,Medal of Honor (Europe),Games,PAL,PSX,
SLES-00024,Tomb Raider (Europe),Games,PAL,PSX,
SCES-01706,"Ridge Racer Type 4 (Europe) (En,Fr,De,Es,It)",Games,PAL,PSX,
SLES-02170,Wu-Tang - Taste the Pain (Europe),Games,PAL,PSX,
SCES-00582,Nightmare Creatures (Europe),Games,PAL,PSX,
SLES-02801,Alone in the Dark - The New Nightmare (Europe) (Disc 1),Games,PAL,PSX,
SLES-12801,Alone in the Dark - The New Nightmare (Europe) (Disc 2),Games,PAL,PSX,
SLES-00445,"Die Hard Trilogy (Europe) (En,Fr,De,Es,It,Sv)",Games,PAL,PSX,
SLES-00445#,"Die Hard Trilogy (Europe) (En,Fr,De,Es,It,Sv)",Games,PAL,PSX,
SCES-00567,Twisted Metal - World Tour (Europe),Games,PAL,PSX,
SLES-01417,Rogue Trip - Vacation 2012 (Europe),Games,PAL,PSX,
SCES-02105/P,"CTR - Crash Team Racing (Europe) (En,Fr,De,Es,It,Nl) (EDC)",Games,PAL,PSX,
SLES-02493,Toshinden 4 (Europe),Games,PAL,PSX,
SLES-01674#,"Tiger Woods 99 PGA Tour Golf (Europe) (En,Fr,De,Es,Sv)",Games,PAL,PSX,
SLES-01674#2,"Tiger Woods 99 PGA Tour Golf (Europe) (En,Fr,De,Es,Sv)",Games,PAL,PSX,
SLES-01534,Quake II (Europe),Games,PAL,PSX,
SLES-00718,Tomb Raider II - Starring Lara Croft (Europe),Games,PAL,PSX,
