serial,title,category,region,system,mapping_files
T-1219H,Mega Man X4 (USA),Games,NTSC-U,SS,
81071,Duke Nukem 3D (USA),Games,NTSC-U,SS,
81803,Burning Rangers (USA),Games,NTSC-U,SS,
81079,Sonic Jam (USA),Games,NTSC-U,SS,
T-25406H,Hexen (USA),Games,NTSC-U,SS,
81040,Bug Too! (USA),Games,NTSC-U,SS,
T-7914H,Machine Head (USA),Games,NTSC-U,SS,
81307,Panzer Dragoon Saga (USA) (Disc 3),Games,NTSC-U,SS,
T-12703H,Dragon Force (USA),Games,NTSC-U,SS,
T-8137H,Battle Monsters (USA),Games,NTSC-U,SS,
T-12706H,Magic Knight Rayearth (USA),Games,NTSC-U,SS,
T-1222H,Street Fighter Collection (USA) (Disc 2),Games,NTSC-U,SS,
81042,Virtual On - Cyber Troopers (USA),Games,NTSC-U,SS,
T-8101H,Myst (USA),Games,NTSC-U,SS,
81304,Dark Savior (USA),Games,NTSC-U,SS,
T-8104H,Robotica (USA),Games,NTSC-U,SS,
T-16105H,Croc - Legend of the Gobbos (USA),Games,NTSC-U,SS,
T-4802H-50,"Primal Rage (Europe) (En,Fr,De,Es,It,Pt)",Games,PAL,SS,
T-7904H-09,"Olympic Soccer (Europe) (En,Fr,De,Es,It)",Games,PAL,SS,
T-7904H-50,"Olympic Soccer (Europe) (En,Fr,De,Es,It)",Games,PAL,SS,
T-7027H,Black Dawn (USA),Games,NTSC-U,SS,
81029,Battle Arena Toshinden Remix (USA),Games,NTSC-U,SS,
81211,Wipeout (USA),Games,NTSC-U,SS,
T-15031G,Desire (Japan) (Disc 2) (1M),Games,NTSC-J,SS,
610-6895,Waku Waku Puyo Puyo Dungeon (Japan) (Demo),Demos,NTSC-J,SS,
GS-9609J,Virtua Fighter Kids (Korea),Games,NTSC-J,SS,
GS-9608J,Nights into Dreams... (Korea),Games,NTSC-J,SS,
T-32506G,Advanced V.G. (Japan),Games,NTSC-J,SS,
T-19901G,Night Striker S (Japan),Games,NTSC-J,SS,
GS-9025,World Advanced Daisenryaku - Koutetsu no Senpuu (Japan) (2M),Games,NTSC-J,SS,
GS-9082,World Advanced Daisenryaku - Sakusen File (Japan) (2M),Games,NTSC-J,SS,
GS-9087,Advanced World War - Sennen Teikoku no Koubou - Last of the Millennium (Japan) (2M),Games,NTSC-J,SS,
GS-9207,"House of the Dead, The (Japan) (Rev A)",Games,NTSC-J,SS,
T-13325G,Sega Saturn de Hakken!! Tamagotchi Park (Japan),Games,NTSC-J,SS,
T-18610G,Doom (Japan),Games,NTSC-J,SS,
T-36202G,Universal Nuts (Japan),Games,NTSC-J,SS,
T-6301G,Master of Monsters - Neo Generations (Japan),Games,NTSC-J,SS,
GS-9135,Sega Ages - Memorial Selection Vol. 1 (Japan),Games,NTSC-J,SS,
GS-9109,Sega Ages - After Burner II (Japan),Games,NTSC-J,SS,
GS-9043,Sega Ages - Rouka ni Ichidanto R (Japan),Games,NTSC-J,SS,
GS-9042,Sega Ages - Shukudai ga Tanto R (Japan),Games,NTSC-J,SS,
T-22403G,Irem Arcade Classics (Japan),Games,NTSC-J,SS,
GS-9134,Sakura Taisen - Hanagumi Tsuushin (Japan) (1M),Multimedia,NTSC-J,SS,
T-9512G,Tokimeki Memorial Taisen Puzzledama (Japan) (1M),Games,NTSC-J,SS,
T-15035G,Eve - The Lost One (Japan) (Disc 3) (Lost One Disc) (2M),Games,NTSC-J,SS,
T-15041G,Eve - The Lost One (Japan) (Disc 3) (Lost One Disc) (2M),Games,NTSC-J,SS,
T-21507G,Wara Wara Wars - Gekitou! Daigundan Battle (Japan),Games,NTSC-J,SS,
T-21501G,BreakThru! (Japan),Games,NTSC-J,SS,
T-1105G,Taito Chase H.Q. + S.C.I. (Japan),Games,NTSC-J,SS,
T-18706G,Actua Soccer (Japan),Games,NTSC-J,SS,
T-13703H,TNN Motor Sports HardCore 4X4 (USA),Games,NTSC-U,SS,
T-12518H,VR Golf '97 (USA),Games,NTSC-U,SS,
81066,Quake (USA),Games,NTSC-U,SS,
81041,"Fighting Vipers (USA) (5S, 6S)",Games,NTSC-U,SS,
81111,NFL '97 (USA) (Rev A),Games,NTSC-U,SS,
T-1002H-50,Robo Pit (Europe),Games,PAL,SS,
T-10002H,Robo Pit (USA),Games,NTSC-U,SS,
T-12601H,SimCity 2000 (USA),Games,NTSC-U,SS,
T-8136H,NFL Quarterback Club 97 (USA),Games,NTSC-U,SS,
T-8139H,Impact Racing (USA),Games,NTSC-U,SS,
T-9703H,Arcade's Greatest Hits (USA),Games,NTSC-U,SS,
T-9706H,Arcade's Greatest Hits - The Atari Collection 1 (USA),Games,NTSC-U,SS,
81102,NHL All-Star Hockey (USA) (1S),Games,NTSC-U,SS,
T-8138H,Frank Thomas Big Hurt Baseball (USA),Games,NTSC-U,SS,
GS-9006,Pebble Beach Golf Links - Stadler ni Chousen (Japan),Games,NTSC-J,SS,
T-1103G,HatTrick Hero S (Japan),Games,NTSC-J,SS,
GS-9112,Victory Goal Worldwide Edition (Japan),Games,NTSC-J,SS,
GS-9044,Sega International Victory Goal (Japan) (5M),Games,NTSC-J,SS,
GS-9048,J.League Victory Goal '96 (Japan) (2M),Games,NTSC-J,SS,
T-6601G,Puyo Puyo Tsuu (Japan) (1M),Games,NTSC-J,SS,
T-14421G,Devil Summoner - Soul Hackers - Akuma Zensho Daini-shuu (Japan),Multimedia,NTSC-J,SS,
T-14408G,Shin Megami Tensei - Devil Summoner (Japan) (Rev B),Games,NTSC-J,SS,
T-14417G,Shin Megami Tensei - Devil Summoner (Japan) (Rev B),Games,NTSC-J,SS,
T-8140H-50,Batman Forever - The Arcade Game (Europe),Games,PAL,SS,
T-35103G,Shin Seiki Evangelion - Eva to Yukaina Nakama-tachi (Japan),Games,NTSC-J,SS,
T-16606G,Elf o Karu Monotachi - Hanafuda-hen (Japan),Games,NTSC-J,SS,
T-16610G,Elf o Karu Monotachi II (Japan) (Disc 2) (Omake Disc),Games,NTSC-J,SS,
T-16605G,Elf o Karu Monotachi (Japan) (Disc 2) (Omake Disc),Games,NTSC-J,SS,
GS-9182,Shoujo Kakumei Utena - Itsuka Kakumei Sareru Monogatari (Japan) (Disc 2),Games,NTSC-J,SS,
T-7627G,Angelique Special 2 (Japan),Games,NTSC-J,SS,
T-7638G,Angelique Special 2 (Japan),Games,NTSC-J,SS,
T-12302H-50,"Actua Golf (Europe) (En,Fr,De)",Games,PAL,SS,
T-19903G,Elevator Action^2 - Returns (Japan),Games,NTSC-J,SS,
T-5709G,Ninja Jajamaru-kun - Onigiri Ninpouchou Gold (Japan),Games,NTSC-J,SS,
T-7003G,BlackFire (Japan),Games,NTSC-J,SS,
T-7013G,Black Dawn (Japan),Games,NTSC-J,SS,
T-6006G,Thunderhawk II (Japan),Games,NTSC-J,SS,
T-10621G,Soviet Strike (Japan),Games,NTSC-J,SS,
T-8137H-50,Battle Monsters (Europe),Games,PAL,SS,
T-7027H-50,Black Dawn (Europe),Games,PAL,SS,
GS-9076,Azel - Panzer Dragoon RPG (Japan) (Disc 1) (2M),Games,NTSC-J,SS,
T-7637G,Amok (Japan),Games,NTSC-J,SS,
T-15913H-18,Blazing Dragons (Germany),Games,PAL,SS,
T-18605G,Krazy Ivan (Japan),Games,NTSC-J,SS,
T-4510G,Gungriffon II (Japan),Games,NTSC-J,SS,
T-4511G,Gungriffon II (Japan),Games,NTSC-J,SS,
T-23406G,MechWarrior 2 (Japan),Games,NTSC-J,SS,
81046,Gungriffon (USA),Games,NTSC-U,SS,
T-12103H,BrainDead 13 (USA),Games,NTSC-U,SS,
81101,Pebble Beach Golf Links (USA),Games,NTSC-U,SS,
T-1109G,Puzzle Bobble 3 (Japan) (1M),Games,NTSC-J,SS,
T-4801H,Virtua Racing (USA) (15S),Games,NTSC-U,SS,
T-13333G,Kidou Senshi Gundam - Gihren no Yabou - Kouryaku Shireisho (Japan),Games,NTSC-J,SS,
T-19710G,GunBlaze-S (Japan),Games,NTSC-J,SS,
T-14303G,Kuusou Kagaku Sekai Gulliver Boy (Japan) (Disc 2),Games,NTSC-J,SS,
T-3105G,Real Bout Garou Densetsu (Japan) (2M),Games,NTSC-J,SS,
T-3117G,Real Bout Garou Densetsu Special (Japan) (Rev A),Games,NTSC-J,SS,
T-3124G,Real Bout Garou Densetsu Special (Japan) (Rev A),Games,NTSC-J,SS,
T-6008G,Marica - Shinjitsu no Sekai (Japan),Games,NTSC-J,SS,
T-2112G,Linda^3 Kanzenban (Japan),Games,NTSC-J,SS,
T-10626G,Soukyuu Gurentai - Otokuyou (Japan),Games,NTSC-J,SS,
GS-9200,Sonic Jam (Japan) (Rev A),Games,NTSC-J,SS,
GS-9137,Three Dirty Dwarves (Japan) (2M),Games,NTSC-J,SS,
T-35502G,Ninpen Manmaru (Japan),Games,NTSC-J,SS,
T-8118G,Batman Forever - The Arcade Game (Japan),Games,NTSC-J,SS,
T-31505G,Falcom Classics II (Japan),Games,NTSC-J,SS,
T-8115G,Iron Man & X-O Manowar in Heavy Metal (Japan),Games,NTSC-J,SS,
T-25405H-50,"Hexen (Europe) (En,Fr,De,Es,It)",Games,PAL,SS,
T-30603G,G Vector (Japan),Games,NTSC-J,SS,
T-20608G,Baldy Land (Japan),Games,NTSC-J,SS,
T-1515G,Waku Waku 7 (Japan),Games,NTSC-J,SS,
T-1516G,Waku Waku 7 (Japan),Games,NTSC-J,SS,
T-3102G,"Garou Densetsu 3 - Road to the Final Victory (Japan) (En,Ja)",Games,NTSC-J,SS,
T-1244G,Street Fighter Zero 2' (Japan),Games,NTSC-J,SS,
T-3113G,Shinouken (Japan),Games,NTSC-J,SS,
T-3103G,World Heroes Perfect (Japan),Games,NTSC-J,SS,
T-1302G,Suiko Enbu (Japan),Games,NTSC-J,SS,
T-1305G,Suiko Enbu - Fuuun Saiki (Japan),Games,NTSC-J,SS,
T-4308G,Fire Prowrestling S - 6Men Scramble (Japan) (1M),Games,NTSC-J,SS,
T-4302G,Fire Pro Gaiden Blazing Tornado (Japan),Games,NTSC-J,SS,
T-26102G,K-1 Grand Prix - Fighting Illusion Shou (Japan),Games,NTSC-J,SS,
T-26113G,K-1 Grand Prix - Fighting Illusion Shou (Japan),Games,NTSC-J,SS,
T-7501G,Legend of K-1 - The Best Collection (Japan),Games,NTSC-J,SS,
T-13308G,Ultraman - Hikari no Kyojin Densetsu (Japan),Games,NTSC-J,SS,
T-22004G,Wizard's Harmony 2 (Japan) (1M),Games,NTSC-J,SS,
GS-9127,Mr. Bones (Japan) (Disc 2),Games,NTSC-J,SS,
GS-9162,"Lost World, The - Jurassic Park (Japan)",Games,NTSC-J,SS,
T-20101G,Tanjou - Debut S (Japan) (5M),Games,NTSC-J,SS,
T-25101G,Lode Runner - The Legend Returns (Japan),Games,NTSC-J,SS,
T-25103G,Lode Runner Extra (Japan),Games,NTSC-J,SS,
T-13323G,Next King - Koi no Sennen Oukoku (Japan),Games,NTSC-J,SS,
T-13328G,Next King - Koi no Sennen Oukoku (Japan),Games,NTSC-J,SS,
T-15902H,Slam 'n Jam '96 featuring Magic & Kareem - Signature Edition (USA),Games,NTSC-U,SS,
T-15905G,Slam 'n Jam '96 featuring Magic & Kareem (Japan),Games,NTSC-J,SS,
GS-9097,Virtua Cop 2 (Japan) (3M),Games,NTSC-J,SS,
GS-9154,Virtua Cop 2 (Japan) (3M),Games,NTSC-J,SS,
T-1312G,Voice Idol Maniacs - Pool Bar Story (Japan) (Disc 2),Games,NTSC-J,SS,
T-26414G,Uno DX (Japan),Games,NTSC-J,SS,
T-8106G,Revolution X - Music Is the Weapon (Japan) (10S),Games,NTSC-J,SS,
T-5306G,Tactics Ogre - Let Us Cling Together (Japan),Games,NTSC-J,SS,
L15-1000,SegaSaturn - SGL Tool Kit - Sega 3D Game Library (Japan),Applications,NTSC-J,SS,
N16-1000,SegaSaturn - Graphic & Sound Tools for Macintosh (Japan),Applications,NTSC-J,SS,
L17-1000,SegaSaturn - Movie Tools - Cinepak for Sega Saturn (Japan) (Hybrid Version),Applications,NTSC-J,SS,
T-8103G,"Virtua Photo Studio - Cameraman Simulation (Japan) (1M, 2M)",Games,NTSC-J,SS,
T-8132H-50,Bust-A-Move 2 - Arcade Edition (Europe),Games,PAL,SS,
T-2507G,Langrisser - Dramatic Edition (Japan) (1M),Games,NTSC-J,SS,
T-2505G,"Langrisser IV (Japan) (1M, 3M)",Games,NTSC-J,SS,
T-2506G,"Langrisser IV (Japan) (1M, 3M)",Games,NTSC-J,SS,
T-2512G,"Langrisser IV (Japan) (1M, 3M)",Games,NTSC-J,SS,
T-37601G,Techno Motor (Japan),Applications,NTSC-J,SS,
T-27904G,Lunar - Silver Star Story Complete (Japan),Games,NTSC-J,SS,
T-14404G,My Best Friends - St. Andrew Jogakuin-hen (Japan),Games,NTSC-J,SS,
T-2403G,Angel Paradise Vol. 1 - Sakaki Yuko - Koi no Yokan in Hollywood (Japan),Games,NTSC-J,SS,
T-2405G,Angel Paradise Vol. 2 - Yoshino Kimika - Isshoni I-ta-i in Hawaii (Japan),Games,NTSC-J,SS,
T-21002G,Girls in Motion Puzzle Vol. 1 - Hiyake no Omoide + Himekuri (Japan),Games,NTSC-J,SS,
T-21003G,Girls in Motion Puzzle Vol. 2 - Body Special 264 (Japan),Games,NTSC-J,SS,
T-36401G,Cross Tantei Monogatari - Motsureta Nanatsu no Labyrinth (Japan) (Disc 2),Games,NTSC-J,SS,
T-8112G,WWF WrestleMania - The Arcade Game (Japan),Games,NTSC-J,SS,
T-4306G,No-appointment Gals Olympos (Japan),Games,NTSC-J,SS,
T-24003G,Aquazone - Desktop Life Option Disc Series 2 - Black Molly (Japan) (Rev A),Add-Ons,NTSC-J,SS,
T-7028H-09,Command & Conquer (France) (Disc 2) (NOD),Games,PAL,SS,
T-10304G,Earthworm Jim 2 (Japan) (2M),Games,NTSC-J,SS,
T-15904G,Gex (Japan),Games,NTSC-J,SS,
T-7302G,Johnny Bazooka (Japan),Games,NTSC-J,SS,
T-7014G,Spot Goes to Hollywood (Japan),Games,NTSC-J,SS,
T-24101G,Defcon 5 (Japan),Games,NTSC-J,SS,
GS-9155,Soeldnerschild (Japan),Games,NTSC-J,SS,
T-8109G,Yellow Brick Road (Japan) (3M),Games,NTSC-J,SS,
T-32508G,Tilk - Aoi Umi kara Kita Shoujo (Japan),Games,NTSC-J,SS,
T-5710G,Fantastep (Japan),Games,NTSC-J,SS,
T-9111G,Dungeon Master Nexus (Japan),Games,NTSC-J,SS,
T-21508G,Bouken Katsugeki Monomono (Japan),Games,NTSC-J,SS,
T-35501G,Nanatsu Kaze no Shima Monogatari (Japan) (Disc 2) (Premium CD),Games,NTSC-J,SS,
T-21402G,Tactical Fighter (Japan),Games,NTSC-J,SS,
T-9110G,Wangan Trial Love (Japan),Games,NTSC-J,SS,
T-2106G,Simulation RPG Tkool (Japan),Games,NTSC-J,SS,
T-2108G,Sound Novel Tkool 2 (Japan),Games,NTSC-J,SS,
T-7602G,Emit Vol. 1 - Toki no Maigo (Japan),Educational,NTSC-J,SS,
T-7603G,Emit Vol. 2 - Inochigake no Tabi (Japan) (Rev A),Educational,NTSC-J,SS,
T-7604G,Emit Vol. 3 - Watashi ni Sayonara o (Japan) (Rev A),Educational,NTSC-J,SS,
T-13309G,Mobile Suit Gundam Side Story II - Ao o Uketsugu Mono (Japan),Games,NTSC-J,SS,
T-13311G,Mobile Suit Gundam Side Story II - Ao o Uketsugu Mono (Japan),Games,NTSC-J,SS,
T-13312G,Mobile Suit Gundam Side Story III - Sabakareshi Mono (Japan),Games,NTSC-J,SS,
T-13313G,Mobile Suit Gundam Side Story III - Sabakareshi Mono (Japan),Games,NTSC-J,SS,
T-13318G,Mobile Suit Gundam Side Story - Optional Guide (Japan),Games,NTSC-J,SS,
ST-13306G,Mobile Suit Gundam Side Story I - Senritsu no Blue (Japan) (Demo),Demos,NTSC-J,SS,
T-13324G,SD Gundam - GCentury S (Japan),Games,NTSC-J,SS,
T-18804G,Lupin the 3rd Chronicles (Japan) (Disc 2),Games,NTSC-J,SS,
T-18805G,Lupin the 3rd Chronicles (Japan) (Disc 2),Games,NTSC-J,SS,
T-18806G,Lupin the 3rd Chronicles (Japan) (Disc 2),Games,NTSC-J,SS,
T-1206G,Street Fighter Zero (Japan) (Rev A) (10M),Games,NTSC-J,SS,
GS-9113,Virtua Fighter Kids (Japan) (Java Tea Original),Games,NTSC-J,SS,
T-9501G,Gokujou Parodius Da! Deluxe Pack (Japan),Games,NTSC-J,SS,
T-7606G,Winning Post EX (Japan),Games,NTSC-J,SS,
GS-9028,Dragon Force (Japan) (Rev A) (10M),Games,NTSC-J,SS,
GS-9145,Dragon Force (Japan) (Rev A) (10M),Games,NTSC-J,SS,
T-14310G,Bulk Slash (Japan),Games,NTSC-J,SS,
T-14325G,Bulk Slash (Japan),Games,NTSC-J,SS,
T-12508H-50,"Cyberia (Europe) (En,Fr,De)",Games,PAL,SS,
T-8106H-50 F,D (France) (Disc 2),Games,PAL,SS,
T-16408H-50,"Break Point (Europe) (En,Fr)",Games,PAL,SS,
T-8116H-50,Galactic Attack (Europe),Games,PAL,SS,
MK81202-50,Hang On GP '96 (Europe),Games,PAL,SS,
T-5002H-50,"Hi-Octane (Europe) (En,Fr,De,Es)",Games,PAL,SS,
T-12003H-05,Jonah Lomu Rugby (Europe),Games,PAL,SS,
T-12003H-50,Jonah Lomu Rugby (Europe),Games,PAL,SS,
T-12003H-09,Jonah Lomu Rugby (France),Games,PAL,SS,
T-18501G,Darkseed (Japan),Games,NTSC-J,SS,
GS-9018,"Magic Knight Rayearth (Japan) (Genteiban) (2M, 3M)",Games,NTSC-J,SS,
GS-9058,Magic Knight Rayearth (Japan) (4M),Games,NTSC-J,SS,
GS-9074,Clockwork Knight - Pepperouchau no Fukubukuro (Japan),Games,NTSC-J,SS,
GS-9063,"Bug! Jump Shite, Funzukechatte, Petchanko (Japan)",Games,NTSC-J,SS,
GS-9128,"Bug Too! Motto Motto Jump Shite, Funzukechatte, Petchanko (Japan)",Games,NTSC-J,SS,
T-14320G,Bomberman Wars (Japan),Games,NTSC-J,SS,
T-1803G,Hyper Reverthion (Japan) (2M),Games,NTSC-J,SS,
GS-9019,Kisuishou Densetsu Astal (Japan) (3A),Games,NTSC-J,SS,
T-7018G,Crimewave (Japan),Games,NTSC-J,SS,
T-10609G,Road Rash (Japan),Games,NTSC-J,SS,
T-18604G,Destruction Derby (Japan),Games,NTSC-J,SS,
GS-9035,F-1 Live Information (Japan),Games,NTSC-J,SS,
T-4803G,Virtua Racing (Japan),Games,NTSC-J,SS,
T-31501G,Vatlva (Japan) (Rev A),Games,NTSC-J,SS,
T-34101G,Tactics Formula (Japan),Games,NTSC-J,SS,
T-12512H,Casper (USA),Games,NTSC-U,SS,
T-21401G,Zero4 Champ DooZy-J Type-R (Japan),Games,NTSC-J,SS,
T-4318G,Sound Qube (Japan),Games,NTSC-J,SS,
T-21004G,Cube Battler - Story of Shou (Japan),Games,NTSC-J,SS,
T-21006G,Cube Battler - Story of Anna (Japan),Games,NTSC-J,SS,
81051,Sky Target (USA),Games,NTSC-U,SS,
T-9518G,Henry Explorers (Japan),Games,NTSC-J,SS,
T-23202G,Death Crimson (Japan),Games,NTSC-J,SS,
T-31103H,Bust-A-Move 3 (USA),Games,NTSC-U,SS,
81023,Virtua Fighter Remix (USA),Games,NTSC-U,SS,
81027,Virtua Fighter Remix (USA),Games,NTSC-U,SS,
81028,Virtua Fighter Remix (USA),Games,NTSC-U,SS,
T-29005G,Himitsu Sentai Metamor V (Japan),Games,NTSC-J,SS,
T-24601G,Battle Athletess Daiundoukai (Japan),Games,NTSC-J,SS,
T-6002G,Metal Fighter Miku (Japan),Games,NTSC-J,SS,
T-18611G,Simulation Zoo (Japan),Games,NTSC-J,SS,
T-16607G,Jung Rhythm (Japan),Games,NTSC-J,SS,
T-20002G,Funky Fantasy (Japan),Games,NTSC-J,SS,
T-5204G,Eiyuu Shigan - Gal Act Heroism (Japan),Games,NTSC-J,SS,
T-32507G,Farland Saga (Japan),Games,NTSC-J,SS,
T-27810G,Device Reign (Japan),Games,NTSC-J,SS,
T-37101G,"Legend of Heroes I & II, The - Eiyuu Densetsu (Japan)",Games,NTSC-J,SS,
T-15906H,3D Baseball (USA),Games,NTSC-U,SS,
T-9705H,Area 51 (USA),Games,NTSC-U,SS,
81501,Baku Baku Animal - World Zookeeper Contest (USA),Games,NTSC-U,SS,
T-8140H,Batman Forever - The Arcade Game (USA),Games,NTSC-U,SS,
T-8149H,BattleSport (USA),Games,NTSC-U,SS,
T-8131H,Bubble Bobble also featuring Rainbow Islands (USA),Games,NTSC-U,SS,
81054,Battle Arena Toshinden URA - Ultimate Revenge Attack (USA),Games,NTSC-U,SS,
T-5021H,"Battle Stations (USA) (En,Fr,De)",Games,NTSC-U,SS,
T-13003H,Blast Chamber (USA),Games,NTSC-U,SS,
T-8145H,Break Point Tennis (USA),Games,NTSC-U,SS,
T-5014H,Crusader - No Remorse (USA),Games,NTSC-U,SS,
T-16103H,Die Hard Trilogy (USA),Games,NTSC-U,SS,
T-5002H,"Hi-Octane - The Track Fights Back! (USA) (En,Fr,De,Es)",Games,NTSC-U,SS,
T-7909H,Johnny Bazookatone (USA),Games,NTSC-U,SS,
T-8126H,WWF In Your House (USA),Games,NTSC-U,SS,
T-8112H,WWF WrestleMania - The Arcade Game (USA),Games,NTSC-U,SS,
T-14318G,Denpa Shounen-teki Game (Japan) (Rerelease),Games,NTSC-J,SS,
T-18504G,Father Christmas (Japan),Games,NTSC-J,SS,
T-31402G,Culdcept (Japan) (Rev B) (20M),Games,NTSC-J,SS,
T-17005G,Game-Ware Vol. 4 (Japan) (Disc B),Games,NTSC-J,SS,
T-6011G,SeaBass Fishing 2 (Japan),Games,NTSC-J,SS,
T-9114G,SeaBass Fishing 2 (Japan),Games,NTSC-J,SS,
T-6005G,SeaBass Fishing (Japan),Games,NTSC-J,SS,
T-9115G,Murakoshi Seikai no Bakuchou Nihon Rettou (Japan),Games,NTSC-J,SS,
T-32509G,Farland Saga - Toki no Michishirube (Japan),Games,NTSC-J,SS,
T-32511G,Farland Saga - Toki no Michishirube (Japan),Games,NTSC-J,SS,
GS-9120,World Series Baseball II (Japan),Games,NTSC-J,SS,
T-1511G,"Oracle no Houseki - Jewels of the Oracle (Japan) (En,Ja,Fr,De)",Games,NTSC-J,SS,
T-25501G,Ultraman Zukan (Japan),Multimedia,NTSC-J,SS,
T-2509G,Langrisser V - The End of Legend (Japan) (1M),Games,NTSC-J,SS,
T-21903G,Album Club (Mune Kyun) - St. Paulia Jogakuin (Japan),Games,NTSC-J,SS,
T-30904G,Senkutsu Katsuryu Taisen - Chaos Seed (Japan) (Disc 1) (Game Disc) (Rev B) (21M),Games,NTSC-J,SS,
T-25201G,Ai Iijima Interactive Video Clip - Good Island Cafe (Japan),Multimedia,NTSC-J,SS,
610-6837,Eve - The Lost One (Japan) (Demo),Demos,NTSC-J,SS,
T-15036G,Eve - The Lost One (Japan) (Demo),Demos,NTSC-J,SS,
T-15037G,Eve - The Lost One (Japan) (Demo),Demos,NTSC-J,SS,
T-2302 H,Criticom (USA),Games,NTSC-U,SS,
T-15908H,Off-World Interceptor Extreme (USA),Games,NTSC-U,SS,
T-5023H,WarCraft II - The Dark Saga (USA),Games,NTSC-U,SS,
T-16708G,Asuka 120% Limited - Burning Fest. Limited (Japan),Games,NTSC-J,SS,
T-20611G,Sokkou Seitokai - Sonic Council (Japan),Games,NTSC-J,SS,
GS-9143,Sonic 3D - Flickies' Island (Japan),Games,NTSC-J,SS,
T-2513G,Langrisser V - The End of Legend (Japan) (3M),Games,NTSC-J,SS,
610-6979,Shining Force III Premium Disc (Japan),Multimedia,NTSC-J,SS,
T-30306G,Keriotosse! (Japan),Games,NTSC-J,SS,
T-18711G,Planet Joker (Japan),Games,NTSC-J,SS,
T-18606G,Assault Rigs (Japan),Games,NTSC-J,SS,
T-18613G,Area 51 (Japan),Games,NTSC-J,SS,
T-18612G,Hexen - Beyond Heretic (Japan),Games,NTSC-J,SS,
T-7307G,Impact Racing (Japan),Games,NTSC-J,SS,
T-26402G,Sonic Wings Special (Japan),Games,NTSC-J,SS,
T-1805G,Koutetsu Reiiki - Steeldom (Japan) (2M),Games,NTSC-J,SS,
T-1806G,Koutetsu Reiiki - Steeldom (Japan) (2M),Games,NTSC-J,SS,
T-8104G,"Rise 2 - Resurrection (Japan) (En,Fr,De,Es,It)",Games,NTSC-J,SS,
T-23201G,Pappara Paoon (Japan) (2M),Games,NTSC-J,SS,
T-26410G,Croc! Pau-Pau Island (Japan),Games,NTSC-J,SS,
T-37401G,Senken Kigyouden (Japan),Games,NTSC-J,SS,
T-29701H-50,"StarFighter 3000 (Europe) (En,Fr,De,Es,It)",Games,PAL,SS,
T-15012G,StarFighter 3000 (Japan),Games,NTSC-J,SS,
T-8138H-50,Frank Thomas Big Hurt Baseball (Europe),Games,PAL,SS,
T-10607G,Shellshock - Jus' Keepin' da Peace (Japan),Games,NTSC-J,SS,
T-15901G,Off-World Interceptor Extreme (Japan),Games,NTSC-J,SS,
T-7004G,Ghen War (Japan),Games,NTSC-J,SS,
T-7632G,Dark Hunter Ge - Youma no Mori (Japan),Educational,NTSC-J,SS,
T-7631G,Dark Hunter Jou - Ijigen Gakuen (Japan),Educational,NTSC-J,SS,
T-18619G,Wipeout XL (Japan),Games,NTSC-J,SS,
T-18614G,Primal Rage (Japan),Games,NTSC-J,SS,
T-18007G,Mass Destruction - Otousan ni mo Dekiru Soft (Japan),Games,NTSC-J,SS,
T-26403G,Death Throttle - Kakuzetsu Toshi kara no Dasshutsu (Japan),Games,NTSC-J,SS,
T-1813G,Kumitate Battle Kuttu Ketto (Japan),Games,NTSC-J,SS,
T-8119G,Space Jam (Japan),Games,NTSC-J,SS,
T-10611G,Magic Carpet (Japan),Games,NTSC-J,SS,
T-8129G,Time Commando (Japan),Games,NTSC-J,SS,
T-24002G,Aquazone - Desktop Life Option Disc Series 1 - Angel Fish (Japan) (Rev A),Add-Ons,NTSC-J,SS,
T-24004G,Aquazone - Desktop Life Option Disc Series 3 - Blue Emperor (Japan) (Rev A),Add-Ons,NTSC-J,SS,
T-24005G,Aquazone - Desktop Life Option Disc Series 4 - Clown Loach (Japan) (Rev A),Add-Ons,NTSC-J,SS,
T-24006G,Aquazone - Desktop Life Option Disc Series 5 - False Rummy-Nose (Japan) (Rev A),Add-Ons,NTSC-J,SS,
T-14411G,Gouketsuji Ichizoku 3 - Groove on Fight (Japan),Games,NTSC-J,SS,
T-14413G,Gouketsuji Ichizoku 3 - Groove on Fight (Japan),Games,NTSC-J,SS,
T-35601G,Tutankhamen no Nazo - A.N.K.H (Japan) (Disc 2),Games,NTSC-J,SS,
T-5714G,GT24 (Japan),Games,NTSC-J,SS,
T-3104G,Samurai Spirits - Zankurou Musouken (Japan),Games,NTSC-J,SS,
T-3106G,Samurai Spirits - Zankurou Musouken (Japan),Games,NTSC-J,SS,
T-3123G,Samurai Spirits - Zankurou Musouken (Japan),Games,NTSC-J,SS,
T-21504G,Tsuukai!! Slot Shooting (Japan),Games,NTSC-J,SS,
T-19709G,Sakamoto Ryouma - Ishin Kaikoku (Japan),Games,NTSC-J,SS,
T-16611G,Honkaku Hanafuda (Japan),Games,NTSC-J,SS,
T-27101G,Minami no Shima ni Buta ga Ita - Lucas no Daibouken (Japan) (2M),Games,NTSC-J,SS,
GS-9204,Segata Sanshirou - Shinken Yuugi (Japan),Games,NTSC-J,SS,
T-11403G,Junclassic C.C. & Rope Club (Japan) (2M),Games,NTSC-J,SS,
T-16706G,Voice Fantasia S - Ushinawareta Voice Power (Japan) (Disc 2) (Premium CD-ROM),Games,NTSC-J,SS,
